date,total_steps,source,device_name,device_manufacturer,creation_time
2021-02-14,381,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-02-15,191,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-02-16,76,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-02-17,28,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-02-18,421,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-02-19,542,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-02-20,984,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-02-21,415,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-02-22,1060,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-02-23,26,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-02-24,901,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-02-25,119,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-02-26,208,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-02-27,169,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-02-28,393,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-01,104,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-02,111,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-03,382,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-04,71,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-05,699,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-06,171,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-07,92,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-08,225,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-09,722,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-10,115,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-11,518,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-12,3775,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-13,631,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-14,898,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-15,1054,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-16,566,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-17,108,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-18,72,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-19,238,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-20,685,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-21,728,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-22,593,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-23,233,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-24,88,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-25,184,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-26,135,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-27,180,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-28,40,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-29,343,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-30,1432,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-03-31,230,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-04-01,376,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-04-02,391,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-04-03,158,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-04-04,345,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-04-05,1201,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-04-06,1000,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-04-07,820,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-04-08,218,Apple Health App,iPhone,Apple Inc.,16:49:45
2021-04-09,1309,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-04-10,206,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-04-11,455,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-04-12,1179,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-04-13,384,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-04-14,738,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-04-15,869,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-04-16,2087,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-04-17,450,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-04-18,278,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-04-19,269,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-04-20,348,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-04-21,1246,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-04-22,2240,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-04-23,594,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-04-24,1839,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-04-25,1386,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-04-26,1273,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-04-27,268,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-04-28,219,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-04-29,407,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-04-30,64,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-01,2161,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-02,272,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-03,238,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-04,166,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-05,411,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-06,857,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-07,1,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-08,1193,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-09,149,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-10,87,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-11,974,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-12,172,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-13,545,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-14,274,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-15,610,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-16,74,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-17,226,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-18,434,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-19,181,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-20,188,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-21,1269,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-22,426,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-23,256,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-24,169,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-25,541,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-26,699,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-27,336,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-28,424,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-29,1216,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-30,215,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-05-31,496,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-06-01,377,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-06-02,701,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-06-03,1851,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-06-04,293,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-06-05,164,Apple Health App,iPhone,Apple Inc.,07:13:52
2021-06-06,229,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-06-07,587,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-06-08,381,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-06-09,38,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-06-10,1417,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-06-11,658,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-06-12,87,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-06-13,194,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-06-14,1337,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-06-15,434,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-06-16,185,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-06-17,253,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-06-18,577,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-06-19,447,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-06-20,441,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-06-21,688,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-06-22,377,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-06-23,91,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-06-24,183,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-06-25,264,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-06-26,1049,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-06-27,5782,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-06-28,100,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-06-29,513,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-06-30,146,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-01,342,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-02,80,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-03,472,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-04,462,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-05,6180,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-06,264,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-07,162,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-08,242,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-09,95,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-10,166,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-11,1043,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-12,361,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-13,327,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-14,174,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-15,317,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-16,833,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-17,5300,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-18,1757,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-19,329,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-20,346,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-21,637,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-22,363,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-23,116,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-24,4636,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-25,768,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-26,553,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-27,609,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-28,635,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-29,558,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-30,374,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-07-31,624,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-08-01,5233,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-08-02,796,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-08-03,329,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-08-04,1316,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-08-05,355,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-08-06,1708,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-08-07,327,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-08-08,279,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-08-09,163,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-08-10,1400,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-08-11,78,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-08-12,258,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-08-13,584,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-08-14,843,Apple Health App,iPhone,Apple Inc.,08:23:44
2021-08-15,1557,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-08-16,2436,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-08-17,155,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-08-18,442,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-08-19,167,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-08-20,143,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-08-21,113,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-08-22,2540,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-08-23,79,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-08-24,195,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-08-25,213,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-08-26,148,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-08-27,266,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-08-28,533,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-08-29,847,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-08-30,596,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-08-31,115,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-01,1033,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-02,48,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-03,298,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-04,142,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-05,748,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-06,781,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-07,54,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-08,298,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-09,1407,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-10,319,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-11,37,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-12,1381,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-13,202,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-14,765,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-15,444,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-16,95,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-17,596,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-18,353,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-19,532,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-20,2622,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-21,148,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-22,221,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-23,117,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-24,815,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-25,90,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-26,158,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-27,1607,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-28,1844,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-29,393,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-09-30,106,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-01,243,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-02,241,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-03,309,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-04,51,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-05,992,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-06,219,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-07,203,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-08,440,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-09,796,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-10,3572,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-11,449,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-12,349,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-13,469,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-14,273,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-15,1225,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-16,13108,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-17,744,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-18,125,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-19,1243,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-20,253,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-21,692,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-22,1244,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-23,665,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-24,126,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-25,102,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-26,2352,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-27,95,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-28,145,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-29,188,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-30,225,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-10-31,5900,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-01,251,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-02,1632,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-03,22,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-04,182,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-05,3117,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-06,412,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-07,256,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-08,2442,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-09,249,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-10,586,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-11,5442,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-12,1324,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-13,315,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-14,195,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-15,513,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-16,483,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-17,283,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-18,681,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-19,290,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-20,365,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-21,4328,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-22,354,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-23,544,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-24,58,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-25,166,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-26,1771,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-27,124,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-28,430,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-29,767,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-11-30,831,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-12-01,347,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-12-02,614,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-12-03,779,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-12-04,1303,Apple Health App,iPhone,Apple Inc.,16:09:49
2021-12-05,224,Apple Health App,iPhone,Apple Inc.,11:48:57
2021-12-06,303,Apple Health App,iPhone,Apple Inc.,11:48:57
2021-12-07,504,Apple Health App,iPhone,Apple Inc.,11:48:57
2021-12-08,192,Apple Health App,iPhone,Apple Inc.,11:48:57
2021-12-09,222,Apple Health App,iPhone,Apple Inc.,11:48:57
2021-12-10,273,Apple Health App,iPhone,Apple Inc.,11:48:57
2021-12-11,851,Apple Health App,iPhone,Apple Inc.,11:48:57
2021-12-12,13240,Apple Health App,iPhone,Apple Inc.,11:48:57
2021-12-13,583,Apple Health App,iPhone,Apple Inc.,11:48:57
2021-12-14,152,Apple Health App,iPhone,Apple Inc.,11:48:57
2021-12-15,779,Apple Health App,iPhone,Apple Inc.,11:48:57
2021-12-16,4776,Apple Health App,iPhone,Apple Inc.,11:48:57
2021-12-17,931,Apple Health App,iPhone,Apple Inc.,11:48:57
2021-12-18,129,Apple Health App,iPhone,Apple Inc.,11:48:57
2021-12-19,304,Apple Health App,iPhone,Apple Inc.,11:48:57
2021-12-20,39,Apple Health App,iPhone,Apple Inc.,11:48:57
2021-12-21,1231,Apple Health App,iPhone,Apple Inc.,11:48:57
2021-12-22,2822,Apple Health App,iPhone,Apple Inc.,11:48:57
2021-12-23,4341,Apple Health App,iPhone,Apple Inc.,11:48:57
2021-12-24,690,Apple Health App,iPhone,Apple Inc.,11:48:57
2021-12-25,1125,Apple Health App,iPhone,Apple Inc.,11:48:57
2021-12-26,2859,Apple Health App,iPhone,Apple Inc.,11:48:57
2021-12-27,334,Apple Health App,iPhone,Apple Inc.,11:48:57
2021-12-28,221,Apple Health App,iPhone,Apple Inc.,11:48:57
2021-12-29,898,Apple Health App,iPhone,Apple Inc.,11:48:57
2021-12-30,660,Apple Health App,iPhone,Apple Inc.,11:48:57
2021-12-31,1378,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-01,439,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-02,568,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-03,155,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-04,898,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-05,359,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-06,861,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-07,225,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-08,1528,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-09,849,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-10,811,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-11,715,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-12,2976,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-13,256,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-14,470,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-15,278,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-16,141,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-17,106,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-18,314,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-19,861,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-20,109,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-21,83,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-22,1709,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-23,317,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-24,3196,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-25,71,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-26,130,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-27,207,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-28,298,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-29,179,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-30,783,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-01-31,851,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-02-01,8389,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-02-02,4536,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-02-03,176,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-02-04,114,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-02-05,10456,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-02-06,7905,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-02-07,10863,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-02-08,7281,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-02-09,85,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-02-10,409,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-02-11,76,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-02-12,2426,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-02-13,153,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-02-14,7674,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-02-15,3830,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-02-16,4610,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-02-17,502,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-02-18,9647,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-02-19,2802,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-02-20,2937,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-02-21,261,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-02-22,5572,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-02-23,3893,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-02-24,8801,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-02-25,55,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-02-26,81,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-02-27,736,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-02-28,559,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-03-01,11747,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-03-02,1698,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-03-03,139,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-03-04,763,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-03-05,3747,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-03-06,133,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-03-07,2066,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-03-08,4253,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-03-09,2338,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-03-10,3710,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-03-11,4885,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-03-12,188,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-03-13,451,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-03-14,4877,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-03-15,3246,Apple Health App,iPhone,Apple Inc.,11:48:57
2022-03-16,328,Apple Health App,iPhone,Apple Inc.,11:48:57
